Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	XL_1 Spectral Count	XL_2 Spectral Count	XL_3 Spectral Count	nonXL_1 Spectral Count	nonXL_2 Spectral Count	nonXL_3 Spectral Count	XL_1 Unique Spectral Count	XL_2 Unique Spectral Count	XL_3 Unique Spectral Count	nonXL_1 Unique Spectral Count	nonXL_2 Unique Spectral Count	nonXL_3 Unique Spectral Count	XL_1 Total Spectral Count	XL_2 Total Spectral Count	XL_3 Total Spectral Count	nonXL_1 Total Spectral Count	nonXL_2 Total Spectral Count	nonXL_3 Total Spectral Count	XL_1 Intensity	XL_2 Intensity	XL_3 Intensity	nonXL_1 Intensity	nonXL_2 Intensity	nonXL_3 Intensity	XL_1 MaxLFQ Intensity	XL_2 MaxLFQ Intensity	XL_3 MaxLFQ Intensity	nonXL_1 MaxLFQ Intensity	nonXL_2 MaxLFQ Intensity	nonXL_3 MaxLFQ Intensity	Indistinguishable Proteins
sp|Q969X6|UTP4_HUMAN	Q969X6	UTP4_HUMAN	UTP4	686	Homo sapiens	1:Experimental evidence at protein level	U3 small nucleolar RNA-associated protein 4 homolog	0.9979	0.9879	3	3	3	3	0	0	0	0	2	1	0	0	0	0	2	1	0	0	0	0	2	1	0.0	953434.2	934763.1	5327001.5	6792895.0	6719217.0	0.0	0.0	0.0	0.0	4854769.0	5147315.0	
sp|Q969Z0|FAKD4_HUMAN	Q969Z0	FAKD4_HUMAN	TBRG4	631	Homo sapiens	1:Experimental evidence at protein level	FAST kinase domain-containing protein 4	1.0	0.999	6	9	9	9	0	0	0	5	3	1	0	0	0	5	3	1	0	0	0	5	3	1	1100235.9	694580.0	1057684.5	3.1826366E7	3.184219E7	4.0651584E7	0.0	0.0	0.0	1.5110366E7	1.6025432E7	1.6533154E7	
sp|Q96A33|CCD47_HUMAN	Q96A33	CCD47_HUMAN	CCDC47	483	Homo sapiens	1:Experimental evidence at protein level	PAT complex subunit CCDC47	1.0	0.999	8	24	24	24	0	0	0	8	9	7	0	0	0	8	9	7	0	0	0	8	9	7	0.0	0.0	0.0	6.5549692E7	9.7116384E7	8.787848E7	0.0	0.0	0.0	1.6053813E7	2.0536676E7	1.937412E7	
sp|Q96A35|RM24_HUMAN	Q96A35	RM24_HUMAN	MRPL24	216	Homo sapiens	1:Experimental evidence at protein level	Large ribosomal subunit protein uL24m	1.0	0.999	5	12	12	12	0	0	0	3	5	4	0	0	0	3	5	4	0	0	0	3	5	4	2301963.2	908958.1	2311281.0	2.6464744E7	2.4912686E7	2.6513192E7	1360995.1	0.0	1350253.5	1.012782E7	9730534.0	1.1491454E7	
sp|Q96AC1|FERM2_HUMAN	Q96AC1	FERM2_HUMAN	FERMT2	680	Homo sapiens	1:Experimental evidence at protein level	Fermitin family homolog 2	0.9973	0.9953	2	3	3	3	0	0	0	2	1	0	0	0	0	2	1	0	0	0	0	2	1	0	0.0	0.0	0.0	4020864.5	2657086.0	1987123.8	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q96AE4|FUBP1_HUMAN	Q96AE4	FUBP1_HUMAN	FUBP1	644	Homo sapiens	1:Experimental evidence at protein level	Far upstream element-binding protein 1	1.0	0.9989	7	7	5	16	2	1	1	1	2	0	1	1	1	1	1	0	2	2	2	4	5	1	1609804.5	1633878.2	1690236.6	3184782.2	3309461.2	1899423.5	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q96AG4|LRC59_HUMAN	Q96AG4	LRC59_HUMAN	LRRC59	307	Homo sapiens	1:Experimental evidence at protein level	Leucine-rich repeat-containing protein 59	1.0	0.999	12	40	40	40	5	4	4	12	6	9	5	4	4	12	6	9	5	4	4	12	6	9	2.9517404E7	3.7232044E7	3.293414E7	3.15937664E8	3.19105632E8	3.29433568E8	8321189.0	9058805.0	8374708.0	7.312388E7	7.3725336E7	7.6657168E7	
sp|Q96AT9|RPE_HUMAN	Q96AT9	RPE_HUMAN	RPE	228	Homo sapiens	1:Experimental evidence at protein level	Ribulose-phosphate 3-epimerase	0.9868	0.9858	2	2	1	2	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0.0	0.0	0.0	0.0	0.0	3242878.5	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q96B26|EXOS8_HUMAN	Q96B26	EXOS8_HUMAN	EXOSC8	276	Homo sapiens	1:Experimental evidence at protein level	Exosome complex component RRP43	0.9985	0.9958	2	3	3	3	0	0	0	0	1	2	0	0	0	0	1	2	0	0	0	0	1	2	0.0	0.0	0.0	3085681.5	2167694.5	9407327.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q96BW5|PTER_HUMAN	Q96BW5	PTER_HUMAN	PTER	349	Homo sapiens	1:Experimental evidence at protein level	Phosphotriesterase-related protein	0.9963	0.9977	2	2	2	2	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0.0	0.0	0.0	1727424.8	3980172.8	2954910.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q96C36|P5CR2_HUMAN	Q96C36	P5CR2_HUMAN	PYCR2	320	Homo sapiens	1:Experimental evidence at protein level	Pyrroline-5-carboxylate reductase 2	1.0	0.999	5	11	11	20	0	0	0	4	2	5	0	0	0	4	2	5	1	1	1	6	4	7	0.0	1802893.8	1808219.6	2.8681914E7	3.1042544E7	3.0028606E7	0.0	1501164.6	1343622.2	1.1364664E7	1.3614021E7	1.1628893E7	
sp|Q96C86|DCPS_HUMAN	Q96C86	DCPS_HUMAN	DCPS	337	Homo sapiens	1:Experimental evidence at protein level	m7GpppX diphosphatase	1.0	0.9989	4	9	9	9	0	0	0	3	2	4	0	0	0	3	2	4	0	0	0	3	2	4	0.0	0.0	0.0	1.5036343E7	1.2795109E7	2.2495702E7	0.0	0.0	0.0	5695756.5	6702291.5	8145773.5	
sp|Q96CN7|ISOC1_HUMAN	Q96CN7	ISOC1_HUMAN	ISOC1	298	Homo sapiens	1:Experimental evidence at protein level	Isochorismatase domain-containing protein 1	1.0	0.999	5	12	12	12	0	0	0	4	5	3	0	0	0	4	5	3	0	0	0	4	5	3	0.0	0.0	0.0	4.2436092E7	4.2027496E7	3.0087552E7	0.0	0.0	0.0	1.2331641E7	1.2888995E7	1.1376334E7	
sp|Q96CS2|HAUS1_HUMAN	Q96CS2	HAUS1_HUMAN	HAUS1	278	Homo sapiens	1:Experimental evidence at protein level	HAUS augmin-like complex subunit 1	0.8772	0.9965	1	2	2	2	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0.0	0.0	0.0	1253425.5	1030413.3	1242218.5	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q96CS3|FAF2_HUMAN	Q96CS3	FAF2_HUMAN	FAF2	445	Homo sapiens	1:Experimental evidence at protein level	FAS-associated factor 2	1.0	0.999	5	15	15	15	1	3	2	3	3	3	1	3	2	3	3	3	1	3	2	3	3	3	5327184.0	2.8304662E7	7574999.0	2.294146E7	1.7380788E7	1.8478208E7	4456259.5	7004895.5	5197596.0	9859282.0	9260842.0	1.2223897E7	
sp|Q96CT7|CC124_HUMAN	Q96CT7	CC124_HUMAN	CCDC124	223	Homo sapiens	1:Experimental evidence at protein level	Coiled-coil domain-containing protein 124	1.0	0.999	4	11	11	11	1	0	1	2	3	4	1	0	1	2	3	4	1	0	1	2	3	4	2019816.2	2387828.5	2135262.5	3.7965836E7	5.8768724E7	4.5696068E7	2237426.5	2547028.5	2359657.0	1.7750126E7	1.9126062E7	1.8553814E7	
sp|Q96CU9|FXRD1_HUMAN	Q96CU9	FXRD1_HUMAN	FOXRED1	486	Homo sapiens	1:Experimental evidence at protein level	FAD-dependent oxidoreductase domain-containing protein 1	0.9932	0.997	2	3	3	3	0	0	0	1	2	0	0	0	0	1	2	0	0	0	0	1	2	0	0.0	0.0	0.0	5570120.0	6353292.0	7247019.0	0.0	0.0	0.0	3453530.2	3878910.8	4264168.5	
sp|Q96CW1|AP2M1_HUMAN	Q96CW1	AP2M1_HUMAN	AP2M1	435	Homo sapiens	1:Experimental evidence at protein level	AP-2 complex subunit mu	1.0	0.9988	10	21	21	21	0	0	0	8	7	6	0	0	0	8	7	6	0	0	0	8	7	6	1531378.9	662945.06	1442040.5	5.8952444E7	6.3205368E7	6.06922E7	1050661.8	0.0	828369.7	1.2681725E7	1.230403E7	1.2465076E7	
sp|Q96D46|NMD3_HUMAN	Q96D46	NMD3_HUMAN	NMD3	503	Homo sapiens	1:Experimental evidence at protein level	60S ribosomal export protein NMD3	1.0	0.999	8	16	16	16	0	0	0	6	4	6	0	0	0	6	4	6	0	0	0	6	4	6	0.0	1804604.0	2251816.2	4.876668E7	5.6877876E7	4.8233484E7	0.0	0.0	1794145.1	1.6461325E7	1.7246942E7	1.6343875E7	
sp|Q96DB5|RMD1_HUMAN	Q96DB5	RMD1_HUMAN	RMDN1	314	Homo sapiens	1:Experimental evidence at protein level	Regulator of microtubule dynamics protein 1	1.0	0.9988	6	11	11	11	0	0	0	2	6	3	0	0	0	2	6	3	0	0	0	2	6	3	0.0	0.0	0.0	2.4029336E7	3.4048044E7	3.0571854E7	0.0	0.0	0.0	9992260.0	1.0146119E7	9619874.0	
sp|Q96DG6|CMBL_HUMAN	Q96DG6	CMBL_HUMAN	CMBL	245	Homo sapiens	1:Experimental evidence at protein level	Carboxymethylenebutenolidase homolog	1.0	0.9986	5	10	10	10	0	0	0	4	3	3	0	0	0	4	3	3	0	0	0	4	3	3	0.0	0.0	0.0	2.3820238E7	1.947651E7	2.0954078E7	0.0	0.0	0.0	7367492.0	7980927.5	9347771.0	
sp|Q96DH6|MSI2H_HUMAN	Q96DH6	MSI2H_HUMAN	MSI2	328	Homo sapiens	1:Experimental evidence at protein level	RNA-binding protein Musashi homolog 2	0.9047	0.9974	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q96DI7|SNR40_HUMAN	Q96DI7	SNR40_HUMAN	SNRNP40	357	Homo sapiens	1:Experimental evidence at protein level	U5 small nuclear ribonucleoprotein 40 kDa protein	1.0	0.9989	5	13	13	13	2	1	1	4	3	2	2	1	1	4	3	2	2	1	1	4	3	2	4815295.0	6562750.0	7991154.0	3.1204268E7	3.5378248E7	2.6274656E7	3865726.2	2848869.0	3781035.5	1.1279984E7	1.7054262E7	1.0318907E7	
sp|Q96DV4|RM38_HUMAN	Q96DV4	RM38_HUMAN	MRPL38	380	Homo sapiens	1:Experimental evidence at protein level	Large ribosomal subunit protein mL38	1.0	0.9988	5	11	11	11	1	0	0	3	3	4	1	0	0	3	3	4	1	0	0	3	3	4	569436.06	0.0	0.0	3.332232E7	2.1216774E7	2.7438042E7	0.0	0.0	0.0	1.0531591E7	9030854.0	9717586.0	
sp|Q96EB1|ELP4_HUMAN	Q96EB1	ELP4_HUMAN	ELP4	424	Homo sapiens	1:Experimental evidence at protein level	Elongator complex protein 4	0.9999	0.9987	2	6	6	6	0	0	0	2	2	2	0	0	0	2	2	2	0	0	0	2	2	2	0.0	0.0	0.0	9876322.0	1.1611206E7	1.2802456E7	0.0	0.0	0.0	6446346.5	7680401.5	8291996.5	
sp|Q96EB6|SIR1_HUMAN	Q96EB6	SIR1_HUMAN	SIRT1	747	Homo sapiens	1:Experimental evidence at protein level	NAD-dependent protein deacetylase sirtuin-1	0.9993	0.9975	2	3	3	3	0	0	0	2	1	0	0	0	0	2	1	0	0	0	0	2	1	0	0.0	0.0	0.0	1.21370088E8	2420892.8	2711509.2	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q96EE3|SEH1_HUMAN	Q96EE3	SEH1_HUMAN	SEH1L	360	Homo sapiens	1:Experimental evidence at protein level	Nucleoporin SEH1	1.0	0.9973	3	5	5	5	0	0	0	1	2	2	0	0	0	1	2	2	0	0	0	1	2	2	423241.3	0.0	390209.44	2206433.8	3581898.0	8883168.0	0.0	0.0	0.0	0.0	3432017.0	3843672.0	
sp|Q96EK5|KBP_HUMAN	Q96EK5	KBP_HUMAN	KIFBP	621	Homo sapiens	1:Experimental evidence at protein level	KIF-binding protein	1.0	0.9945	6	7	7	7	0	0	0	3	1	3	0	0	0	3	1	3	0	0	0	3	1	3	0.0	0.0	0.0	7954599.0	6427365.0	5141103.0	0.0	0.0	0.0	4161702.0	3371850.2	0.0	
sp|Q96EL3|RM53_HUMAN	Q96EL3	RM53_HUMAN	MRPL53	112	Homo sapiens	1:Experimental evidence at protein level	Large ribosomal subunit protein mL53	0.9097	0.9975	1	3	3	3	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	1	1	1	0.0	0.0	481979.34	3531551.2	4134849.2	3510519.8	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q96ER3|SAAL1_HUMAN	Q96ER3	SAAL1_HUMAN	SAAL1	474	Homo sapiens	1:Experimental evidence at protein level	Protein SAAL1	0.9968	0.9901	3	4	4	4	0	0	0	1	2	1	0	0	0	1	2	1	0	0	0	1	2	1	0.0	0.0	0.0	4030536.2	3954770.0	3445093.5	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q96EY1|DNJA3_HUMAN	Q96EY1	DNJA3_HUMAN	DNAJA3	480	Homo sapiens	1:Experimental evidence at protein level	DnaJ homolog subfamily A member 3, mitochondrial	1.0	0.999	12	44	44	44	0	0	1	9	15	19	0	0	1	9	15	19	0	0	1	9	15	19	0.0	1969730.0	6415126.0	2.03154944E8	2.26169648E8	2.2659816E8	0.0	1432173.0	2653525.2	2.7908648E7	2.5745318E7	2.8757474E7	
sp|Q96EY4|TMA16_HUMAN	Q96EY4	TMA16_HUMAN	TMA16	203	Homo sapiens	1:Experimental evidence at protein level	Translation machinery-associated protein 16	0.8218	0.9946	1	2	2	2	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0.0	0.0	0.0	0.0	8375317.0	5855968.5	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q96EY7|PTCD3_HUMAN	Q96EY7	PTCD3_HUMAN	PTCD3	689	Homo sapiens	1:Experimental evidence at protein level	Small ribosomal subunit protein mS39	1.0	0.999	7	13	13	13	0	0	0	5	2	6	0	0	0	5	2	6	0	0	0	5	2	6	1783652.0	1362793.0	2450700.5	3.5474868E7	2.3458508E7	3.459958E7	0.0	0.0	0.0	8956694.0	1.2016798E7	1.2138079E7	
sp|Q96FJ2|DYL2_HUMAN	Q96FJ2	DYL2_HUMAN	DYNLL2	89	Homo sapiens	1:Experimental evidence at protein level	Dynein light chain 2, cytoplasmic	1.0	0.999	4	21	6	21	1	2	2	6	5	5	0	0	0	2	2	2	1	2	2	6	5	5	4962689.0	6978290.0	7742235.5	9.6882272E7	1.07808464E8	1.23321464E8	0.0	4261619.0	0.0	3.7630484E7	4.3653656E7	4.776802E7	
sp|Q96FQ6|S10AG_HUMAN	Q96FQ6	S10AG_HUMAN	S100A16	103	Homo sapiens	1:Experimental evidence at protein level	Protein S100-A16	1.0	0.999	2	6	6	6	0	0	0	2	2	2	0	0	0	2	2	2	0	0	0	2	2	2	1048041.06	1127802.2	1107414.0	2.2321912E7	2.162141E7	2.3393644E7	0.0	0.0	0.0	1.2734311E7	1.2162162E7	1.3140435E7	
sp|Q96FW1|OTUB1_HUMAN	Q96FW1	OTUB1_HUMAN	OTUB1	271	Homo sapiens	1:Experimental evidence at protein level	Ubiquitin thioesterase OTUB1	1.0	0.999	9	23	23	23	0	0	0	6	9	8	0	0	0	6	9	8	0	0	0	6	9	8	551753.3	588624.4	0.0	9.0172064E7	9.1313136E7	9.5274104E7	0.0	0.0	0.0	2.5007878E7	2.3904542E7	2.4928684E7	
sp|Q96FX7|TRM61_HUMAN	Q96FX7	TRM61_HUMAN	TRMT61A	289	Homo sapiens	1:Experimental evidence at protein level	tRNA (adenine(58)-N(1))-methyltransferase catalytic subunit TRMT61A	0.9993	0.997	2	2	2	2	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0.0	0.0	0.0	0.0	1.7130854E7	4160636.2	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q96G03|PGM2_HUMAN	Q96G03	PGM2_HUMAN	PGM2	612	Homo sapiens	1:Experimental evidence at protein level	Phosphopentomutase	1.0	0.999	16	40	40	40	0	0	0	14	14	12	0	0	0	14	14	12	0	0	0	14	14	12	0.0	0.0	0.0	1.59389232E8	1.31297168E8	1.410688E8	0.0	0.0	0.0	3.080049E7	3.5768388E7	2.9399336E7	
sp|Q96GA7|SDSL_HUMAN	Q96GA7	SDSL_HUMAN	SDSL	329	Homo sapiens	1:Experimental evidence at protein level	Serine dehydratase-like	0.8107	0.9941	1	1	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0.0	0.0	0.0	2207194.2	0.0	1889166.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q96GC5|RM48_HUMAN	Q96GC5	RM48_HUMAN	MRPL48	212	Homo sapiens	1:Experimental evidence at protein level	Large ribosomal subunit protein mL48	1.0	0.9988	4	8	8	8	0	0	0	2	3	3	0	0	0	2	3	3	0	0	0	2	3	3	0.0	0.0	0.0	1.084375E7	2.5283562E7	2.10096E7	0.0	0.0	0.0	8066565.0	1.0211779E7	9204521.0	
sp|Q96GM8|TOE1_HUMAN	Q96GM8	TOE1_HUMAN	TOE1	510	Homo sapiens	1:Experimental evidence at protein level	Target of EGR1 protein 1	0.9251	0.998	1	2	2	2	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0.0	0.0	0.0	5419569.5	4294167.5	2971102.5	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q96GX9|MTNB_HUMAN	Q96GX9	MTNB_HUMAN	APIP	242	Homo sapiens	1:Experimental evidence at protein level	Methylthioribulose-1-phosphate dehydratase	1.0	0.999	10	18	18	18	0	0	0	7	6	5	0	0	0	7	6	5	0	0	0	7	6	5	0.0	0.0	0.0	3.4356216E7	3.2776938E7	4.1033592E7	0.0	0.0	0.0	1.340672E7	1.3946552E7	1.3915133E7	
sp|Q96HC4|PDLI5_HUMAN	Q96HC4	PDLI5_HUMAN	PDLIM5	596	Homo sapiens	1:Experimental evidence at protein level	PDZ and LIM domain protein 5	1.0	0.999	15	60	60	60	7	11	11	10	10	11	7	11	11	10	10	11	7	11	11	10	10	11	4.0182064E7	5.2088492E7	4.6924624E7	2.20710608E8	2.54615136E8	2.30877632E8	9535426.0	9484006.0	9232348.0	8.2499944E7	2.6061708E7	8.8341912E7	
sp|Q96HE7|ERO1A_HUMAN	Q96HE7	ERO1A_HUMAN	ERO1A	468	Homo sapiens	1:Experimental evidence at protein level	ERO1-like protein alpha	1.0	0.999	18	48	45	48	0	0	0	17	14	17	0	0	0	16	13	16	0	0	0	17	14	17	1292517.2	0.0	0.0	2.2075264E8	2.04751968E8	1.87827168E8	698093.5	0.0	0.0	2.186009E7	2.0924746E7	2.1946404E7	
sp|Q96HQ2|C2AIL_HUMAN	Q96HQ2	C2AIL_HUMAN	CDKN2AIPNL	116	Homo sapiens	1:Experimental evidence at protein level	CDKN2AIP N-terminal-like protein	0.9997	0.9988	2	6	6	6	0	1	1	2	1	1	0	1	1	2	1	1	0	1	1	2	1	1	3081846.5	1958810.4	1754460.0	8569727.0	2896895.2	2674727.5	1804581.2	0.0	0.0	5139918.5	0.0	0.0	
sp|Q96HS1|PGAM5_HUMAN	Q96HS1	PGAM5_HUMAN	PGAM5	289	Homo sapiens	1:Experimental evidence at protein level	Serine/threonine-protein phosphatase PGAM5, mitochondrial	1.0	0.999	21	62	62	62	1	3	1	20	18	19	1	3	1	20	18	19	1	3	1	20	18	19	1.7684084E7	2.447154E7	2.478217E7	9.5221645E8	8.2431738E8	1.08687526E9	7046285.5	8305310.5	7277888.0	1.81706128E8	1.84564032E8	1.90385024E8	
sp|Q96HW7|INT4_HUMAN	Q96HW7	INT4_HUMAN	INTS4	963	Homo sapiens	1:Experimental evidence at protein level	Integrator complex subunit 4	0.999	0.9955	2	2	2	2	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	2	0	0.0	0.0	0.0	1875108.5	2899948.0	1615307.6	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q96I99|SUCB2_HUMAN	Q96I99	SUCB2_HUMAN	SUCLG2	432	Homo sapiens	1:Experimental evidence at protein level	Succinate--CoA ligase [GDP-forming] subunit beta, mitochondrial	1.0	0.999	10	23	23	23	0	0	0	6	10	7	0	0	0	6	10	7	0	0	0	6	10	7	0.0	1881600.5	0.0	8.7361344E7	8.1341104E7	7.122556E7	0.0	988572.4	0.0	1.6271478E7	1.6686998E7	1.5552849E7	
sp|Q96IJ6|GMPPA_HUMAN	Q96IJ6	GMPPA_HUMAN	GMPPA	420	Homo sapiens	1:Experimental evidence at protein level	Mannose-1-phosphate guanyltransferase alpha	0.9999	0.9986	3	5	5	5	0	0	0	2	2	1	0	0	0	2	2	1	0	0	0	2	2	1	0.0	0.0	0.0	2462638.5	3539554.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q96IU4|ABHEB_HUMAN	Q96IU4	ABHEB_HUMAN	ABHD14B	210	Homo sapiens	1:Experimental evidence at protein level	Putative protein-lysine deacylase ABHD14B	1.0	0.9987	4	7	7	7	0	0	0	2	3	2	0	0	0	2	3	2	0	0	0	2	3	2	0.0	0.0	476312.9	6619528.0	7909281.0	3568602.5	0.0	0.0	0.0	4095148.8	4728575.0	0.0	
sp|Q96IV0|NGLY1_HUMAN	Q96IV0	NGLY1_HUMAN	NGLY1	654	Homo sapiens	1:Experimental evidence at protein level	Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase	0.9366	0.9983	1	2	2	2	1	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	1512648.2	939457.75	987134.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q96IX5|ATPMK_HUMAN	Q96IX5	ATPMK_HUMAN	ATP5MK	58	Homo sapiens	1:Experimental evidence at protein level	ATP synthase membrane subunit K, mitochondrial	0.9296	0.9981	1	4	4	4	0	0	0	1	1	2	0	0	0	1	1	2	0	0	0	1	1	2	0.0	0.0	0.0	7938054.0	1.2567298E7	1.7315914E7	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q96J01|THOC3_HUMAN	Q96J01	THOC3_HUMAN	THOC3	351	Homo sapiens	1:Experimental evidence at protein level	THO complex subunit 3	1.0	0.9977	3	5	5	5	0	0	0	2	1	2	0	0	0	2	1	2	0	0	0	2	1	2	0.0	0.0	0.0	1.8983442E7	1.7349568E7	1.3318572E7	0.0	0.0	0.0	7165316.0	6321276.0	8118401.0	
sp|Q96JB5|CK5P3_HUMAN	Q96JB5	CK5P3_HUMAN	CDK5RAP3	506	Homo sapiens	1:Experimental evidence at protein level	CDK5 regulatory subunit-associated protein 3	0.9994	0.9978	2	2	2	2	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	2	0.0	0.0	0.0	1256903.0	0.0	1281784.8	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q96JQ2|CLMN_HUMAN	Q96JQ2	CLMN_HUMAN	CLMN	1002	Homo sapiens	1:Experimental evidence at protein level	Calmin	0.8013	0.9938	1	3	3	3	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	1	1	1	0.0	0.0	0.0	4846721.5	3190020.5	4650106.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q96K17|BT3L4_HUMAN	Q96K17	BT3L4_HUMAN	BTF3L4	158	Homo sapiens	1:Experimental evidence at protein level	Transcription factor BTF3 homolog 4	1.0	0.999	4	13	13	13	0	0	0	4	4	5	0	0	0	4	4	5	0	0	0	4	4	5	0.0	0.0	0.0	6.079436E7	4.995514E7	5.1285544E7	0.0	0.0	0.0	2.1493024E7	2.1106608E7	1.8231644E7	
sp|Q96KB5|TOPK_HUMAN	Q96KB5	TOPK_HUMAN	PBK	322	Homo sapiens	1:Experimental evidence at protein level	Lymphokine-activated killer T-cell-originated protein kinase	1.0	0.9989	7	17	17	17	0	1	0	5	5	6	0	1	0	5	5	6	0	1	0	5	5	6	4643463.5	3.516544E7	3523045.2	1.54126432E8	1.32725632E8	6.721936E7	8620167.0	4186293.5	7242408.5	4.7901616E7	4.4458376E7	4.80094E7	
sp|Q96KG9|SCYL1_HUMAN	Q96KG9	SCYL1_HUMAN	SCYL1	808	Homo sapiens	1:Experimental evidence at protein level	N-terminal kinase-like protein	0.9929	0.9842	3	3	3	3	0	0	0	2	1	0	0	0	0	2	1	0	0	0	0	2	1	0	0.0	0.0	0.0	1.4439506E7	1303595.6	1326514.1	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q96KP4|CNDP2_HUMAN	Q96KP4	CNDP2_HUMAN	CNDP2	475	Homo sapiens	1:Experimental evidence at protein level	Cytosolic non-specific dipeptidase	1.0	0.999	15	37	37	37	0	0	0	15	10	12	0	0	0	15	10	12	0	0	0	15	10	12	0.0	0.0	0.0	1.13921576E8	1.03586288E8	1.10786496E8	0.0	0.0	0.0	1.8872268E7	1.7032392E7	1.8144362E7	
sp|Q96ME1|FXL18_HUMAN	Q96ME1	FXL18_HUMAN	FBXL18	718	Homo sapiens	1:Experimental evidence at protein level	F-box/LRR-repeat protein 18	0.9833	0.9975	1	3	3	3	1	1	1	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	0.0	3974244.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q96MG8|PCMD1_HUMAN	Q96MG8	PCMD1_HUMAN	PCMTD1	357	Homo sapiens	1:Experimental evidence at protein level	Protein-L-isoaspartate O-methyltransferase domain-containing protein 1	1.0	0.999	7	17	17	17	0	0	0	6	5	6	0	0	0	6	5	6	0	0	0	6	5	6	0.0	363671.8	790326.9	9.929468E7	1.06147648E8	8.8465888E7	0.0	0.0	0.0	2.9730432E7	3.2245072E7	2.90147E7	
sp|Q96N66|MBOA7_HUMAN	Q96N66	MBOA7_HUMAN	MBOAT7	472	Homo sapiens	1:Experimental evidence at protein level	Lysophospholipid acyltransferase 7	0.8954	0.9971	1	3	3	3	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	1	1	1	0.0	0.0	0.0	1810666.2	1466588.0	2009100.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q96P63|SPB12_HUMAN	Q96P63	SPB12_HUMAN	SERPINB12	405	Homo sapiens	1:Experimental evidence at protein level	Serpin B12	1.0	0.9946	4	5	5	5	1	3	1	0	0	0	1	3	1	0	0	0	1	3	1	0	0	0	4531608.0	5808307.5	5696392.0	4133175.0	2192052.5	3425394.2	2907390.5	3459790.8	3662123.0	0.0	0.0	0.0	
sp|Q96P70|IPO9_HUMAN	Q96P70	IPO9_HUMAN	IPO9	1041	Homo sapiens	1:Experimental evidence at protein level	Importin-9	1.0	0.999	4	6	6	6	0	0	0	1	2	3	0	0	0	1	2	3	0	0	0	1	2	3	0.0	0.0	0.0	9537462.0	7331542.5	8984466.0	0.0	0.0	0.0	5305548.5	4072966.8	4902063.0	
sp|Q96PK6|RBM14_HUMAN	Q96PK6	RBM14_HUMAN	RBM14	669	Homo sapiens	1:Experimental evidence at protein level	RNA-binding protein 14	1.0	0.9986	5	10	10	10	0	0	1	2	3	4	0	0	1	2	3	4	0	0	1	2	3	4	2415246.5	2888158.0	3349860.8	1.819011E7	1.8596256E7	1.4318079E7	1485946.5	2152330.5	2213600.2	9507064.0	9757170.0	8654490.0	
