Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	E:\DIA_MVs_ExpII_2024\H_vs_T\HF240321_MVs_2021_222_01.mzML	E:\DIA_MVs_ExpII_2024\H_vs_T\HF240321_MVs_2021_H144_01.mzML	E:\DIA_MVs_ExpII_2024\H_vs_T\HF240321_MVs_2021_H225_01.mzML	E:\DIA_MVs_ExpII_2024\H_vs_T\HF240321_MVs_2021_H240_01.mzML	E:\DIA_MVs_ExpII_2024\H_vs_T\HF240321_MVs_2021_H322_01.mzML	E:\DIA_MVs_ExpII_2024\H_vs_T\HF240321_MVs_2021_H446_01.mzML	E:\DIA_MVs_ExpII_2024\H_vs_T\HF240321_MVs_2021_H457_01.mzML	E:\DIA_MVs_ExpII_2024\H_vs_T\HF240321_MVs_2021_H466_01.mzML	E:\DIA_MVs_ExpII_2024\H_vs_T\HF240321_MVs_2021_H467_01.mzML	E:\DIA_MVs_ExpII_2024\H_vs_T\HF240321_MVs_2021_H471_01.mzML	E:\DIA_MVs_ExpII_2024\H_vs_T\HF240321_MVs_2021_T83_01.mzML	E:\DIA_MVs_ExpII_2024\H_vs_T\HF240321_MVs_2021_T349_01.mzML	E:\DIA_MVs_ExpII_2024\H_vs_T\HF240321_MVs_2021_T350_01.mzML	E:\DIA_MVs_ExpII_2024\H_vs_T\HF240321_MVs_2021_T406_01.mzML	E:\DIA_MVs_ExpII_2024\H_vs_T\HF240321_MVs_2021_T410_01.mzML	E:\DIA_MVs_ExpII_2024\H_vs_T\HF240321_MVs_2021_T413_01.mzML	E:\DIA_MVs_ExpII_2024\H_vs_T\HF240321_MVs_2021_T441_01.mzML	E:\DIA_MVs_ExpII_2024\H_vs_T\HF240321_MVs_2021_T463_01.mzML	E:\DIA_MVs_ExpII_2024\H_vs_T\HF240321_MVs_2021_T488_01.mzML	E:\DIA_MVs_ExpII_2024\H_vs_T\HF240321_MVs_2021_T506_01.mzML
Q8NDA2	Q8NDA2	HMCN2_HUMAN	HMCN2	Hemicentin-2	5.62454e+06	6.34947e+06	1.79805e+06	620527	5.94239e+06	463673	1.0892e+06	1.42029e+06	1.65874e+06	755170	991583	3.31538e+06	2.14983e+06		769824	9.23776e+06	4.73805e+06	1.1964e+06	501028	645184
Q8NDA8	Q8NDA8	MROH1_HUMAN	MROH1	Maestro heat-like repeat-containing protein family member 1	1.07856e+06		159861			175983		134009		149450				363253			249791			273425
Q8NDB2	Q8NDB2	BANK1_HUMAN	BANK1	B-cell scaffold protein with ankyrin repeats	497038	360106	382784	509197	600608	315610	489254	388837	431713	648984	177735	793219	374556	635234	679783	642929	363112		571279	
Q8NDI1	Q8NDI1	EHBP1_HUMAN	EHBP1	EH domain-binding protein 1				116897	191129	159381		142668	124821	114474	156924			183398			123108			
Q8NDZ4	Q8NDZ4	DIK2A_HUMAN	DIPK2A	Divergent protein kinase domain 2A	133056	123633	112470	49116.5	154172	89725.3	110515							277114	215069	306416	142390		247181	
Q8NE00	Q8NE00	TM104_HUMAN	TMEM104	Transmembrane protein 104	2.12778e+06	990861	906756		1.18126e+06	757050	860504	1.69015e+06	947443	802354	698375	1.45069e+06	1.0489e+06	1.93282e+06		1.35504e+06	1.18821e+06		845986	
Q8NE01	Q8NE01	CNNM3_HUMAN	CNNM3	Metal transporter CNNM3	252680			549634		148213		234863					137388	179879		366753	156956	482048	438861	
Q8NE71	Q8NE71	ABCF1_HUMAN	ABCF1	ATP-binding cassette sub-family F member 1	1.42925e+06	1.42805e+06	1.19551e+06	1.97832e+06	2.05214e+06	1.5292e+06	2.04312e+06	1.84837e+06	2.03067e+06	1.68706e+06	1.76908e+06	4.36717e+06	2.16362e+06	3.22229e+06		2.65243e+06	1.61973e+06	1.94872e+06	1.72012e+06	
Q8NE86	Q8NE86	MCU_HUMAN	MCU	Calcium uniporter protein, mitochondrial	2.38845e+06	2.10788e+06	3.06038e+06	2.15267e+06	2.45149e+06	1.39873e+06	1.76221e+06	2.97936e+06	2.29437e+06	2.42466e+06	2.04929e+06	3.71972e+06	2.95048e+06	6.91196e+06	1.44897e+06	5.06214e+06	2.89361e+06	1.06301e+06	2.023e+06	2.89559e+06
Q8NEN9	Q8NEN9	PDZD8_HUMAN	PDZD8	PDZ domain-containing protein 8	150832								181976					446098			186228			
Q8NEU8	Q8NEU8	DP13B_HUMAN	APPL2	DCC-interacting protein 13-beta	1.14896e+06	1.93018e+06	1.64622e+06	1.63982e+06	1.39669e+06	1.50977e+06	1.66515e+06	1.2927e+06	1.36835e+06	1.48411e+06	1.61793e+06	1.97709e+06	1.57073e+06	3.77719e+06	1.5835e+06	1.64037e+06	2.33097e+06	1.33542e+06	1.62547e+06	1.32282e+06
Q8NEW0	Q8NEW0	ZNT7_HUMAN	SLC30A7	Zinc transporter 7														687887						
Q8NEZ2	Q8NEZ2	VP37A_HUMAN	VPS37A	Vacuolar protein sorting-associated protein 37A	944198	1.3561e+06	890301	740825	573866	807260	1.14333e+06	1.31005e+06	1.10106e+06	1.02693e+06	1.08497e+06	1.29386e+06		1.88784e+06		824544	913366	494111		1.12725e+06
Q8NF37	Q8NF37	PCAT1_HUMAN	LPCAT1	Lysophosphatidylcholine acyltransferase 1			251838			110193				231469		181459		349125		323494	249160	184874		
Q8NF50	Q8NF50	DOCK8_HUMAN	DOCK8	Dedicator of cytokinesis protein 8	1.0369e+06	851860	971522	632454	1.03603e+06	549561	621137	786944	848953	800305	901236	1.02547e+06	985406	1.77289e+06	943011	1.21262e+06	1.26101e+06	755015	622334	962980
Q8NFC6	Q8NFC6;Q9UPQ0	BD1L1_HUMAN	BOD1L1	Biorientation of chromosomes in cell division protein 1-like 1					20265.3	8276.41		10360.4	12390		14555.9	75060.4		319988		76266.4	56281.8			
Q8NFF5	Q8NFF5	FAD1_HUMAN	FLAD1	FAD synthase	334525	357324	316556	296969	495488	201925	312609	314448	280997	368749	366424	391496	340708	615914		424632	433255		301347	216926
Q8NFH8	Q8NFH8	REPS2_HUMAN	REPS2	RalBP1-associated Eps domain-containing protein 2	372023			415548		368141	433120			507204	425812			718566		417896	406477	476991	450992	
Q8NFL0	Q8NFL0	B3GN7_HUMAN	B3GNT7	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7	97515.1																			67355.3
Q8NFQ8	Q8NFQ8	TOIP2_HUMAN	TOR1AIP2	Torsin-1A-interacting protein 2	502767	420603	433897	307683	585639	382610	293858	557837	418761	430478	448074	611131		1.55501e+06		841732	578608	175139	370275	657285
Q8NFV4	Q8NFV4	ABHDB_HUMAN	ABHD11	sn-1-specific diacylglycerol lipase ABHD11	563363	1.09367e+06	628749	534553	529444	442995	629898	487325	590851	730755	395352	747168	438270	1.55094e+06	268252	828999	895783	519874	433512	410958
Q8NFZ5	Q8NFZ5	TNIP2_HUMAN	TNIP2	TNFAIP3-interacting protein 2														61022.3	41201.9		20841.8			
Q8NG06	Q8NG06	TRI58_HUMAN	TRIM58	E3 ubiquitin-protein ligase TRIM58	5.11281e+06	2.68434e+06	1.55588e+06	2.59675e+06	3.99195e+06	2.53478e+06	2.89444e+06	3.00021e+06	3.76247e+06	2.08629e+06	3.76331e+06	4.4433e+06	2.9921e+06	3.74687e+06	3.94087e+06	3.32799e+06	2.64327e+06	1.86703e+06	2.25612e+06	2.39991e+06
Q8NG11	Q8NG11	TSN14_HUMAN	TSPAN14	Tetraspanin-14	7.62824e+06	4.3811e+06	5.54077e+06	5.80194e+06	8.5116e+06	5.01569e+06	4.81953e+06	6.86371e+06	6.71648e+06	4.70457e+06	4.75044e+06	6.2363e+06	8.73463e+06	5.21586e+06	3.90573e+06	4.80101e+06	5.22591e+06	3.92114e+06	4.60688e+06	3.25137e+06
Q8NGA1	Q8NGA1	OR1M1_HUMAN	OR1M1	Olfactory receptor 1M1	438010	488836	1.64158e+06		1.72927e+06	776065		572220	513940		579779		258844					1.34468e+06	439260	1.24699e+06
Q8NGX5	Q8NGX5	O10K1_HUMAN	OR10K1	Olfactory receptor 10K1						4.16784e+06								2.68514e+06						
Q8NHG7	Q8NHG7	SVIP_HUMAN	SVIP	Small VCP/p97-interacting protein	1.15288e+06	263389	745339	346782	362431	1.28299e+06	670167	1.15202e+06	806288	1.73064e+06		730569	497459	762122			703934		868128	1.15463e+06
Q8NHH9	Q8NHH9	ATLA2_HUMAN	ATL2	Atlastin-2	466015		323141	202777		201654	427405	413736	275778	324559	405365	302762		454935			259498			
Q8NHP6	Q8NHP6	MSPD2_HUMAN	MOSPD2	Motile sperm domain-containing protein 2		76207.1	181421		151844	170822		255535	172861					296392		137413	200073	210041	155618	436787
Q8NHQ9	Q8NHQ9	DDX55_HUMAN	DDX55	ATP-dependent RNA helicase DDX55	1.2166e+08	4.17023e+07	8.92963e+07	1.54349e+08	4.28533e+08	2.77564e+07	1.87528e+08	1.89792e+08	2.24983e+08	2.45175e+08	4.01983e+08	1.30137e+09	4.24638e+08	1.18548e+08	3.96478e+08	5.51892e+08	6.70761e+07	1.85334e+08	1.14095e+08	1.71018e+08
Q8NHS9	Q8NHS9	SPT22_HUMAN	SPATA22	Spermatogenesis-associated protein 22	2.9326e+06	1.2224e+06	1.6097e+06	2.95464e+06	7.27871e+06	984560	2.35113e+06	4.93398e+06	4.29092e+06	2.13906e+06	2.78257e+06	552367	869132	886396	3.88722e+06	400636	1.67259e+06	3.91271e+06	3.35437e+06	3.15743e+06
Q8NHU6	Q8NHU6	TDRD7_HUMAN	TDRD7	Tudor domain-containing protein 7														95106.6						
Q8NI08	Q8NI08	NCOA7_HUMAN	NCOA7	Nuclear receptor coactivator 7	162164	83831.7	122652	180265		179074	61428.2	177909	126780	80978.6	188470			295776		70206.6	155853		93493.4	153992
Q8NI22	Q8NI22	MCFD2_HUMAN	MCFD2	Multiple coagulation factor deficiency protein 2	588012	552535	423143	379157	700207	318821	378767	644711	608192	427547	304244	1.08428e+06		387055		525873	290401	312139	665300	517711
Q8NI35	Q8NI35	INADL_HUMAN	PATJ	InaD-like protein												94315.3				169595	14176.1			
Q8NI99	Q8NI99;Q9UKU9	ANGL6_HUMAN	ANGPTL6	Angiopoietin-related protein 6		1.24419e+06			902950		276533	861117	472864							801290	764255			
Q8TAD7	Q8TAD7	OCC1_HUMAN	OCC1	Overexpressed in colon carcinoma 1 protein		488428	489716	360045	520937	580312	707107	571872	639063	212322	486063	677079	511317	242159	326116	599643	342971	644571	631657	201050
Q8TAF3	Q8TAF3	WDR48_HUMAN	WDR48	WD repeat-containing protein 48	576699	430534	690225	364151	555077	654292	451422	361691	509355	404600	499498	1.08843e+06	155212	398956		635298	278465	262922	412340	
Q8TAG9	Q8TAG9	EXOC6_HUMAN	EXOC6	Exocyst complex component 6	311395	271835	352695	259330	336898	171191		386149	253307	260138	224498	218906	403314	249620	170716		231098			
Q8TAT6	Q8TAT6	NPL4_HUMAN	NPLOC4	Nuclear protein localization protein 4 homolog	784004	890429	830933	780395	790632	787288	712632	644105	718102	713409	785123	1.14261e+06	923728	1.87636e+06	533094	1.09609e+06	1.1056e+06	466570	710536	765704
Q8TAV4	Q8TAV4	STML3_HUMAN	STOML3	Stomatin-like protein 3	6.48962e+07		2.45885e+07	3.30151e+07	6.13502e+07	1.55209e+07	1.40935e+07	4.66077e+07	4.61778e+07	6.76451e+07	5.05193e+07			1.34348e+07	4.10529e+07		3.03691e+07	1.57443e+07	6.14717e+06	3.18522e+07
Q8TB24	Q8TB24	RIN3_HUMAN	RIN3	Ras and Rab interactor 3	255089	301535	305122	388042	385977	307082	312241	292130	351191	288830	326424	454923	383277	510217	342375	334253	349624	256156	186523	185422
Q8TB40	Q8TB40	ABHD4_HUMAN	ABHD4	(Lyso)-N-acylphosphatidylethanolamine lipase		38450.7	110339	141327	162885	182726		73094.3		94312.4	148907			40223.4		127626	131565			78296.5
Q8TB96	Q8TB96	TIP_HUMAN	ITFG1	T-cell immunomodulatory protein			153358			85358.1		219948		133718	145686	420647		143923			128926			
Q8TBC4	Q8TBC4	UBA3_HUMAN	UBA3	NEDD8-activating enzyme E1 catalytic subunit	717490	650076	674699	826010		581710	653152	513396	700483	645491	786878		586947	647857		475151	728073	559687	748400	492466
Q8TBF2	Q8TBF2	PXL2B_HUMAN	PRXL2B	Prostamide/prostaglandin F synthase	1.03062e+06	1.54468e+06	1.24452e+06	1.89349e+06	1.15849e+06	1.51845e+06	865816	1.08717e+06	1.29681e+06	1.21272e+06	1.30649e+06	1.43464e+06	552710	784893	1.18598e+06	1.49595e+06	1.09908e+06	1.02758e+06	833751	664375
Q8TBP5	Q8TBP5	F174A_HUMAN	FAM174A	Membrane protein FAM174A														88693.3						
Q8TBP6	Q8TBP6	S2540_HUMAN	SLC25A40	Probable mitochondrial glutathione transporter SLC25A40	224994		307397					348234	231948	238089		354532		247181		603792	272034	231764		236478
Q8TBQ9	Q8TBQ9	KISHA_HUMAN	TMEM167A	Protein kish-A	540143	633994	746409	228589	707932	209165	152802	488651	625508	381775	405902	491163	352997	1.86517e+06	303256	536845	681791	146709	303433	1.07351e+06
Q8TBX8	Q8TBX8	PI42C_HUMAN	PIP4K2C	Phosphatidylinositol 5-phosphate 4-kinase type-2 gamma		192224	232540	253561	331579			530846		350549	145217	161304		498388		170534	339448	338975		
Q8TC07	Q8TC07	TBC15_HUMAN	TBC1D15	TBC1 domain family member 15	479958	595466	541156	462613	641778	483307	446566	557795	575307	612147	474613	583379	833705	1.3174e+06	501807	729930	688152	371178	580212	397147
Q8TC12	Q8TC12	RDH11_HUMAN	RDH11	Retinol dehydrogenase 11	4.45719e+06	3.49865e+06	4.01259e+06	2.5701e+06	3.38663e+06	2.52441e+06	3.019e+06	3.24468e+06	2.68921e+06	2.82437e+06	2.84709e+06	4.24323e+06	2.6057e+06	1.29755e+07	2.32468e+06	3.88501e+06	5.25204e+06	725284	4.02617e+06	2.93357e+06
Q8TC26	Q8TC26	TM163_HUMAN	TMEM163	Transmembrane protein 163										79942.4	62241.8			274699						
Q8TCD5	Q8TCD5	NT5C_HUMAN	NT5C	5'(3')-deoxyribonucleotidase, cytosolic type	693327	700605	828762	728241	434737	943678	807855	760701	957693	747880	899324	622064	451910	240072	506407	724094	667342	931398	829933	494879
Q8TCF1	Q8TCF1	ZFAN1_HUMAN	ZFAND1	AN1-type zinc finger protein 1	168713	119640	93453.5		119138	91244.5	129252	65583.5	161714		284659			140412			79528.5	161182	158765	
Q8TCJ2	Q8TCJ2	STT3B_HUMAN	STT3B	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B	1.73652e+06	1.03624e+06	1.62061e+06	1.13008e+06	1.55502e+06	812233	881631	1.72803e+06	1.17813e+06	1.69067e+06	1.32099e+06	1.554e+06	1.25713e+06	5.15149e+06	524468	2.29536e+06	2.13507e+06	910212	1.18007e+06	1.16443e+06
Q8TCS8	Q8TCS8	PNPT1_HUMAN	PNPT1	Polyribonucleotide nucleotidyltransferase 1, mitochondrial	496197	342837	476312	467945	574403	228621	298589	536225	295284	507017	548704	1.67451e+06		1.39809e+06		1.44009e+06	886702		283598	
Q8TCT8	Q8TCT8	SPP2A_HUMAN	SPPL2A	Signal peptide peptidase-like 2A		249657	337333			303033	368799	321343	325932										410789	
Q8TCT9	Q8TCT9	HM13_HUMAN	HM13	Minor histocompatibility antigen H13	977041	573488	1.09266e+06	528990	830720	674073	491032	1.19736e+06	879492	955077	767532	1.55502e+06	315807	2.0685e+06	191200	1.52878e+06	1.18693e+06	905861	1.19173e+06	1.0492e+06
Q8TCW9	Q8TCW9	PKR1_HUMAN	PROKR1	Prokineticin receptor 1	473438		477762	380415	618132	397058	209639	593617	513779	506456	340058	1.52407e+06	1.3141e+06	866283	489818	1.27727e+06	556040	113194	130380	
Q8TCZ2	Q8TCZ2	C99L2_HUMAN	CD99L2	CD99 antigen-like protein 2	364617	107804	294432	268954	654828	211571	268880	424229	424102	184664	289960	724869	290000	859181	422487	429485	181133	352571	271997	262349
Q8TD16	Q8TD16;Q96G01	BICD2_HUMAN	BICD2	Protein bicaudal D homolog 2		330492	157447			63277.8				88505.8				264282			219864			201973
Q8TD19	Q8TD19	NEK9_HUMAN	NEK9	Serine/threonine-protein kinase Nek9	611469	634247	595947	586284	570718	479515	459273	484733	674645	523237	616799	558584	540172	1.71168e+06	496034	612559	771637	570984	497406	540640
Q8TD30	Q8TD30	ALAT2_HUMAN	GPT2	Alanine aminotransferase 2	227507																			
Q8TD46	Q8TD46	MO2R1_HUMAN	CD200R1	Cell surface glycoprotein CD200 receptor 1	116533	128267	360456			144074		293310	366900	213799							290774	432248	346963	283747
Q8TD47	P62701;Q8TD47	RS4Y2_HUMAN	RPS4Y2	Small ribosomal subunit protein eS4, Y isoform 2	365920	284829	352331	551792	787556	271624	322563	530054	775678	398889	1.08925e+06	2.89446e+06	1.49625e+06	1.21984e+06	217599	2.88492e+06	752848	526327	306448	297728
Q8TD55	Q8TD55	PKHO2_HUMAN	PLEKHO2	Pleckstrin homology domain-containing family O member 2	3.40821e+06	3.96603e+06	4.63013e+06	3.87644e+06	4.83452e+06	3.63474e+06	4.01939e+06	4.59551e+06	5.54379e+06	2.8912e+06	3.63898e+06	3.89572e+06	4.00265e+06	5.04259e+06	3.90675e+06	3.01418e+06	3.27421e+06	4.63817e+06	3.7511e+06	3.12518e+06
Q8TDB6	Q8TDB6	DTX3L_HUMAN	DTX3L	E3 ubiquitin-protein ligase DTX3L			123162	216004	328092	81345.8	133860	146253	155442	113986	120414			195234	214117		135707		109407	258665
Q8TDL5	Q8TDL5	BPIB1_HUMAN	BPIFB1	BPI fold-containing family B member 1	5.48153e+06	7.92516e+06	3.41998e+06	4.96765e+06	1.57467e+07	7.4168e+06	1.2328e+07	2.06637e+07	6.52533e+06	4.66396e+06	6.73892e+06	4.89617e+06	5.84659e+06	1.42747e+06	2.51863e+07	3.57235e+06	1.09655e+06	4.50133e+06	1.10021e+07	3.64151e+06
Q8TDQ1	Q8TDQ1	CLM1_HUMAN	CD300LF	CMRF35-like molecule 1			286470					507583	389754		173097			70751.4		162266	338598	422269	177895	
Q8TDQ7	Q8TDQ7	GNPI2_HUMAN	GNPDA2	Glucosamine-6-phosphate isomerase 2			41629.7			86144	27071.3						21769.3	64475.2					34248.7	
Q8TDS5	Q8TDS5	OXER1_HUMAN	OXER1	Oxoeicosanoid receptor 1	357046	687910	605557	216018		287171		411243	278019				256362	217903			512820		532370	352281
Q8TDX7	Q8TDX7	NEK7_HUMAN	NEK7	Serine/threonine-protein kinase Nek7	1.91784e+06	1.70215e+06	1.49058e+06	1.88556e+06	1.58407e+06	1.19667e+06	1.14266e+06	1.49077e+06	1.47939e+06	1.67274e+06	1.5923e+06	2.44981e+06	1.68601e+06	2.82699e+06	1.62777e+06	1.94798e+06	1.76187e+06	1.61894e+06	1.49162e+06	2.21111e+06
Q8TDZ2	Q8TDZ2	MICA1_HUMAN	MICAL1	[F-actin]-monooxygenase MICAL1	1.86932e+06	1.73232e+06	2.34528e+06	1.93298e+06	1.68338e+06	1.63331e+06	1.93548e+06	1.17345e+06	1.78172e+06	1.88554e+06	1.62408e+06	1.89843e+06	1.12601e+06	1.91834e+06	2.28799e+06	1.68456e+06	1.87056e+06	1.20155e+06	1.25879e+06	1.29924e+06
Q8TE02	Q8TE02	ELP5_HUMAN	ELP5	Elongator complex protein 5			24852.4							51655.2				201014			110030			
Q8TE77	Q8TE77	SSH3_HUMAN	SSH3	Protein phosphatase Slingshot homolog 3		498662	1.15773e+06	264103		682729	400925	503104	407122	304337	466633	334238		390346		426011	427908			
Q8TEA8	Q8TEA8	DTD1_HUMAN	DTD1	D-aminoacyl-tRNA deacylase 1	1.34379e+06	1.93494e+06	1.78176e+06	1.72206e+06	2.07824e+06	1.89407e+06	2.32156e+06	1.55426e+06	2.12173e+06	1.66613e+06	1.15448e+06	1.6803e+06	2.59289e+06	895836	909202	1.71125e+06	1.67419e+06	2.39945e+06	1.59723e+06	1.08765e+06
Q8TEB1	Q8TEB1	DCA11_HUMAN	DCAF11	DDB1- and CUL4-associated factor 11		64711.2	50484.5	18913.3		70854		37825.3	30648.9	37693.4		67502.7		67543.3		30141.9	55949.8			
Q8TEB9	Q8TEB9	RHBL4_HUMAN	RHBDD1	Rhomboid-related protein 4														360431						
Q8TEQ0	Q8TEQ0;Q8IUI4	SNX29_HUMAN	SNX29	Sorting nexin-29	138006			220028		176419	116838			250394				642314			157574		147428	
Q8TEW0	Q8TEW0	PARD3_HUMAN	PARD3	Partitioning defective 3 homolog		378851		301217		231489	197822		232263	220837	230094			505518		195400	204864	110875		
Q8TF05	Q8TF05	PP4R1_HUMAN	PPP4R1	Serine/threonine-protein phosphatase 4 regulatory subunit 1	118928	72996.2	79409.4	78910.4		54522.9		76484.2	128043	114536	119324	73563.3		367644	98202.1	118574	171891		149277	56842.3
Q8TF42	Q8TF42	UBS3B_HUMAN	UBASH3B	Ubiquitin-associated and SH3 domain-containing protein B	5.47006e+06	5.34612e+06	5.46461e+06	6.06541e+06	5.28377e+06	6.21405e+06	4.57695e+06	4.78381e+06	4.57918e+06	5.4179e+06	4.7358e+06	6.22742e+06	6.30457e+06	8.39595e+06	3.86666e+06	4.73567e+06	5.30005e+06	3.53838e+06	4.58956e+06	3.46121e+06
Q8TF64	O14908;Q8TF64	GIPC3_HUMAN	GIPC3	PDZ domain-containing protein GIPC3	1.9317e+06	1.79277e+06	1.83882e+06	2.49474e+06	2.36471e+06	2.06206e+06	2.29546e+06	1.6404e+06	2.001e+06	2.15705e+06	1.76075e+06	2.15521e+06	1.99041e+06	2.58411e+06	1.71095e+06	1.03061e+06	1.51418e+06	1.89543e+06	1.23665e+06	663569
Q8WTR2	Q8WTR2	DUS19_HUMAN	DUSP19	Dual specificity protein phosphatase 19														255210		262916				
Q8WTW3	Q8WTW3	COG1_HUMAN	COG1	Conserved oligomeric Golgi complex subunit 1	126140			94829.3		127283	114597			141876	126525			372732		91642.6	187397			59889.8
Q8WU76	Q8WU76	SCFD2_HUMAN	SCFD2	Sec1 family domain-containing protein 2	332239	196523	253189	207093	315300	135101	171918	332219	386838	321940	306053	401761		868460		344597	368871	201410	254832	461672
Q8WU79	Q8WU79	SMAP2_HUMAN	SMAP2	Stromal membrane-associated protein 2		754174	302964	249981	325617	394252		422254	373002	321624	380788	473578		1.21371e+06		664449	422545	254683		202102
Q8WUA7	Q8WUA7	TB22A_HUMAN	TBC1D22A	TBC1 domain family member 22A														134644						
Q8WUA8	Q8WUA8	TSK_HUMAN	TSKU	Tsukushi				264756		357251	892756	659765		721496	253054	192005	208972	287969	276465	698017	293381	860865	928566	582725
Q8WUD1	Q8WUD1	RAB2B_HUMAN	RAB2B	Ras-related protein Rab-2B											712445			100049	630160					
Q8WUH2	Q8WUH2	TGFA1_HUMAN	TGFBRAP1	Transforming growth factor-beta receptor-associated protein 1	243208										118560			592821					50224	
Q8WUJ3	Q8WUJ3	CEMIP_HUMAN	CEMIP	Cell migration-inducing and hyaluronan-binding protein		64542.5				141351		75204.1						127054	1.32102e+06	472646		376231	360110	
Q8WUK0	Q8WUK0	PTPM1_HUMAN	PTPMT1	Phosphatidylglycerophosphatase and protein-tyrosine phosphatase 1														105943		34190.8	55720.4			
Q8WUM4	Q8WUM4	PDC6I_HUMAN	PDCD6IP	Programmed cell death 6-interacting protein	5.26377e+06	4.17515e+06	4.17625e+06	3.71072e+06	4.26262e+06	3.75459e+06	4.48623e+06	3.9319e+06	4.53303e+06	3.61393e+06	4.35545e+06	3.86242e+06	3.37534e+06	4.84868e+06	3.39385e+06	3.43874e+06	3.6831e+06	3.91877e+06	4.74304e+06	5.7037e+06
Q8WUW1	Q8WUW1	BRK1_HUMAN	BRK1	Protein BRICK1	1.58121e+07	1.77635e+07	1.44172e+07	1.73731e+07	1.47052e+07	1.44415e+07	1.49371e+07	1.54102e+07	1.44045e+07	1.41759e+07	1.64735e+07	1.1349e+07	1.22224e+07	7.47572e+06	1.41087e+07	1.33661e+07	1.2068e+07	1.42758e+07	9.308e+06	5.70223e+06
Q8WUX1	Q8WUX1	S38A5_HUMAN	SLC38A5	Sodium-coupled neutral amino acid transporter 5					304554		195024	804431	362552		369060		259301		208407			312771		339410
Q8WUY1	Q8WUY1	THEM6_HUMAN	THEM6	Protein THEM6			360478		1.31931e+06					279338				1.19267e+06	841938		651460			1.78536e+06
Q8WV99	Q8WV99	ZFN2B_HUMAN	ZFAND2B	AN1-type zinc finger protein 2B	788916	753636	837795	920973	660434	757989	680087	759965	780454	772616	756663	892551	929432	1.07444e+06	524544	995479	741328	492148	600027	399408
Q8WVB6	Q8WVB6	CTF18_HUMAN	CHTF18	Chromosome transmission fidelity protein 18 homolog	224552	195323	204354	187594	242786	187609	200161	195505	197005	303956	235500		337115	81457.2		197157	283277	164996		150956
Q8WVC6	Q8WVC6	DCAKD_HUMAN	DCAKD	Dephospho-CoA kinase domain-containing protein		130653		132636		65701.6	104604	132771	106804	134952	197993	270162		606188		341976	242675		244867	121505
Q8WVM8	Q8WVM8	SCFD1_HUMAN	SCFD1	Sec1 family domain-containing protein 1	526197	436938	526309	497641	655567	422706	428741	564385	599873	603865	553315	949335	503799	1.02066e+06	311245	877558	820185	275569	416863	482877
Q8WVP7	Q6UX01;Q8WVP7	LMBR1_HUMAN	LMBR1	Limb region 1 protein homolog														62677.8		67444.4	66809.5			
Q8WVT3	Q8WVT3	TPC12_HUMAN	TRAPPC12	Trafficking protein particle complex subunit 12	195308		223477	112981	145830	153607			189829	244691				604075		213103	399762			
Q8WW22	Q8WW22	DNJA4_HUMAN	DNAJA4	DnaJ homolog subfamily A member 4			521612			186065	281758				386681									
Q8WW59	Q8WW59	SPRY4_HUMAN	SPRYD4	SPRY domain-containing protein 4			492702						140860			651215		601304		706572			97127.4	
Q8WWA0	Q8WWA0	ITLN1_HUMAN	ITLN1	Intelectin-1	1.9003e+06	4.01411e+06		1.88895e+06		484923	2.40702e+06	8.34125e+06	1.31351e+06	3.7892e+06	2.91198e+06		3.40402e+06			1.69754e+06	1.96407e+06	6.9691e+06	2.17556e+06	
Q8WWA1	Q8WWA1	TMM40_HUMAN	TMEM40	Transmembrane protein 40	1.01935e+06	551226	984671	919737	1.47009e+06	588331	651736	1.04569e+06	723750	783401	887149	2.02101e+06	796352	1.17083e+07	586869	2.17354e+06	1.85876e+06	205933	638264	431773
Q8WWC4	Q8WWC4	MAIP1_HUMAN	MAIP1	m-AAA protease-interacting protein 1, mitochondrial	160635	127224	151493	104798	118854	85091.4	60166.3	163856	121037	111803	121322	329484		337098		191632	160292	73750.5		
Q8WWI5	Q8WWI5	CTL1_HUMAN	SLC44A1	Choline transporter-like protein 1	4.8331e+06	4.15577e+06	4.30711e+06	4.22445e+06	6.17231e+06	5.31343e+06	3.1078e+06	4.94725e+06	3.93504e+06	3.79618e+06	3.86986e+06	3.7347e+06	2.63739e+06	1.99655e+06	4.07024e+06	3.35934e+06	2.95327e+06	2.6456e+06	2.3685e+06	2.14874e+06
Q8WWM7	Q8WWM7	ATX2L_HUMAN	ATXN2L	Ataxin-2-like protein						60146.6								848909						
Q8WWQ0	Q8WWQ0	PHIP_HUMAN	PHIP	PH-interacting protein		1.713e+06		656002	1.30243e+06	1.27231e+06	1.68586e+06	798466		986023			1.4588e+06		822107			1.0571e+06	1.96865e+06	
Q8WWZ8	Q8WWZ8	OIT3_HUMAN	OIT3	Oncoprotein-induced transcript 3 protein	3.61559e+06	5.77787e+06	777045	2.37137e+06	6.73636e+06	351538	1.64391e+06	7.80465e+06	4.95375e+06	401733	1.00903e+06	3.41721e+06	2.30481e+06	1.5213e+06	2.53416e+06	3.14063e+06	2.19585e+06	1.85146e+06	1.98422e+06	1.92557e+06
